State,Total,White,African American,Native American,Asian,Pacific Islander,Other,Two or more races,% White,% African American,% Native American,% Asian,% Pacific Islander,% Other,% Two or more races
Missouri,6083672,5011327,709969,25808,114889,6199,65614,149866,0.8237339225388877,0.11670073600286143,0.004242174791803372,0.018884811672950152,0.0010189569720392552,0.010785262584833633,0.02463413543662446
Montana,1032949,918701,4725,65106,9071,1034,7142,27170,0.889396281907432,0.004574281982943979,0.06302924926593666,0.008781653305245466,0.001001017475209328,0.006914184533795957,0.026303331529436594
Nebraska,1896190,1671988,90535,17360,39906,1221,31466,43714,0.8817618487598816,0.047745742778940926,0.009155200691913785,0.02104535937854329,0.0006439228136420928,0.01659432862740548,0.023053596949672763
Nevada,2890845,1952341,246720,33607,231566,18326,264719,143566,0.6753530542107931,0.08534528831535416,0.011625320624246543,0.08010322241420761,0.0063393229315304,0.09157149553158332,0.04966229597228492
New Hampshire,1330608,1245262,21292,1561,34014,254,5663,22562,0.9358593966066641,0.016001707490109783,0.0011731479143369046,0.025562750261534577,0.0001908901795269531,0.00425594916008321,0.01695615838774455
New Jersey,8958013,6060267,1198613,16870,849240,3556,585855,243612,0.6765191119950373,0.13380344502737382,0.001883230131503493,0.09480227367386049,0.00039696303186878605,0.06540010602797741,0.027194870112378717
New Mexico,2085109,1530670,47873,193512,29282,1355,211620,70797,0.7340959153694123,0.02295947118352086,0.09280665902837694,0.014043390537377182,0.0006498461231523148,0.10149109710811281,0.033953620650047554
New York,19795791,12621132,3081333,69933,1672186,6446,1763351,581410,0.6375664402599522,0.15565596747308558,0.0035327206677419455,0.08447179503966272,0.00032562477548889055,0.08907706693811832,0.029370384845950333
North Carolina,10042802,6934715,2172492,120513,268322,4990,300313,241457,0.6905159536153357,0.21632329304112538,0.011999937865946176,0.026717842291424244,0.0004968732829742137,0.029903307861690393,0.024042792041503953
North Dakota,756928,667900,15681,37745,10104,445,6119,18934,0.8823824723091231,0.02071663355035089,0.04986603745666695,0.01334869366703306,0.0005879026803077704,0.00808399213663651,0.025014268199881628
Ohio,11613423,9519055,1426291,21901,233468,4995,98382,309331,0.8196597161749813,0.12281400582756695,0.0018858350376112195,0.02010328909917429,0.00043010574918350946,0.008471404167401808,0.026635643944080915
Oklahoma,3911338,2838386,286314,286598,78528,3541,108268,309703,0.725681595402903,0.07320103759889839,0.0732736470230903,0.02007701712304076,0.0009053167995197552,0.027680553304265703,0.07918083274828204
Oregon,4028977,3433909,76980,50126,164291,14239,106607,182825,0.8523029543231445,0.01910658710635479,0.012441371593831387,0.040777348691739865,0.003534147750160897,0.026460066662083205,0.0453775238726853
Pennsylvania,12802503,10386678,1408512,25085,420116,4253,248488,309371,0.8113005714585656,0.11001848622882572,0.001959382473880303,0.03281514560082509,0.0003322006641982431,0.019409329566257474,0.024164884007447606
Rhode Island,1056298,848845,65504,4563,35540,211,65257,36378,0.8036037178902166,0.06201280320515612,0.004319803691761226,0.033645808285161956,0.00019975423602051694,0.061778967677681866,0.03443914501400173
South Carolina,4896146,3292094,1344114,13761,70342,3361,68788,103686,0.6723847695718224,0.2745249018309503,0.002810577952536546,0.014366810140057099,0.0006864582878043261,0.014049417643999996,0.021177064572829325
South Dakota,858469,725937,13172,71102,11911,737,10213,25397,0.8456181877272214,0.015343594235784868,0.08282419050658789,0.013874700193018036,0.0008585050828859283,0.011896760395541365,0.029584061858960543
Tennessee,6600299,5129336,1110412,19294,107075,2909,90293,140980,0.7771369145549315,0.16823662079551244,0.0029232009034742216,0.016222749908754133,0.00044073760900831916,0.013680137824059182,0.02135963840426017
Texas,27469114,20587917,3298173,132948,1248823,20071,1489855,691327,0.7494933036427749,0.12006841574868414,0.004839908560574615,0.04546280597182712,0.0007306751866842156,0.05423746102622749,0.025167429863227477
Utah,2995919,2611340,34524,35407,68945,23886,135580,86237,0.871632377243844,0.011523676040640618,0.011818410310826161,0.023012971979549515,0.007972845727805057,0.045254895075601174,0.02878482362173343
Vermont,626042,593056,7996,2698,8627,387,2129,11149,0.947310244360602,0.012772306011417765,0.004309615009855569,0.013780225607866564,0.0006181693879963326,0.0034007303024397723,0.017808709319821994
Virginia,8382993,5718051,1612831,22773,524476,5506,203193,296163,0.6821013688070597,0.19239321803083934,0.002716571515686581,0.0625642893892432,0.0006568059880283808,0.0242387176036053,0.03532902866553748
Washington,7170351,5513655,262552,92403,568108,46453,289942,397238,0.768951896497117,0.036616338586493186,0.01288681683783681,0.07923015205252854,0.006478483410365825,0.04043623526937524,0.05540007734628333
West Virginia,1844128,1722847,71194,2140,14137,479,3870,29461,0.9342339577296153,0.038605780076003404,0.001160440056221694,0.0076659537732738725,0.0002597433583785941,0.0020985528119523158,0.015975572194554824
Wisconsin,5771337,4965524,362290,51752,156192,1643,102235,131701,0.8603767203336072,0.06277401579564666,0.008967072967667631,0.0270633996940397,0.00028468273469388464,0.01771426620902574,0.02281984226531911
Wyoming,586107,536320,4727,12968,4885,260,10612,16335,0.9150547596258021,0.00806508026691372,0.022125652824484268,0.008334655617489639,0.0004436050072768283,0.01810590898931424,0.027870337668719193
