State,Total,White,African American,Native American,Asian,Pacific Islander,Other,Two or more races,% White,% African American,% Native American,% Asian,% Pacific Islander,% Other,% Two or more races
New Jersey,8938175,6053656,1212054,15270,827493,2595,621199,205908,0.6772809885686956,0.13560419213094396,0.0017084024423330267,0.09257963734207486,0.00029032772350060274,0.06949953430090594,0.023036917491546093
New Mexico,2085572,1525459,41277,198450,31566,592,224820,63408,0.7314343499049661,0.019791692638758095,0.09515375158469715,0.015135416087289242,0.0002838549807918403,0.10779776483382017,0.030403169969677384
New York,19746227,12634312,3093476,81512,1613255,4574,1746680,572418,0.639834232635936,0.15666162452199095,0.0041279784740649444,0.08169940515724852,0.00023163918859030639,0.08845639220089994,0.02898872782126935
North Carolina,9943964,6869207,2154387,111276,246721,5768,322251,234354,0.6907916199213915,0.21665273526734408,0.011190305998694283,0.024811131657355157,0.0005800503702547596,0.032406694151346484,0.023567462633613718
North Dakota,739482,654375,14910,39669,8899,173,4680,16776,0.8849099775248079,0.02016276258245637,0.053644307772197294,0.012034099545357425,0.0002339475470667305,0.006328754452441033,0.02268615057567324
Ohio,11594163,9522264,1419214,22761,225438,3223,103388,297875,0.8212980962920738,0.12240762873525239,0.001963143005665868,0.019444094411989896,0.00027798470661487165,0.008917245686471719,0.025691807161931396
Oklahoma,3878051,2827481,287254,289732,76654,4995,93987,297948,0.7290984569310718,0.07407174377025985,0.07471072453662936,0.019766114473481654,0.001288018130756919,0.024235627638728836,0.07682931451907156
Oregon,3970239,3358250,71042,46761,159891,14113,141502,178680,0.845855879205257,0.0178936331036998,0.011777880374456047,0.04027238662458356,0.003554697840608588,0.0356406755361579,0.04500484731523719
Pennsylvania,12787209,10408847,1416865,27367,399285,4197,241491,289157,0.8140046041321448,0.11080330351994716,0.002140185555737769,0.031225344013693684,0.00032821861283412196,0.01888535645268643,0.02261298771295597
Rhode Island,1055173,858236,70600,5579,35676,385,57362,27335,0.8133604631657557,0.06690845956065972,0.0052872846443189885,0.03381056945164442,0.0003648690783407081,0.05436264953709013,0.025905704562190275
South Carolina,4832482,3254145,1320373,14155,68976,2959,69517,102357,0.6733899888297566,0.2732287466357867,0.0029291366217194395,0.014273410640743204,0.0006123147484046501,0.01438536139400002,0.02118104112958931
South Dakota,853175,724768,14830,71811,11017,442,6774,23533,0.8494951211650599,0.01738213145017142,0.08416913294458933,0.012912942831189381,0.0005180648753186627,0.007939754446625839,0.027582852287045448
Tennessee,6549352,5084404,1105318,17139,102508,3409,99109,137465,0.7763216880082182,0.16876753608601278,0.0026169001146983703,0.01565162477142777,0.0005205095099484651,0.01513264213009165,0.020989099379602746
Texas,26956958,20265860,3234898,121708,1161951,20055,1488773,663713,0.7517858654526226,0.12000233854279849,0.004514901124971149,0.043103936282424746,0.0007439637662380155,0.055227782007153774,0.02462121282379117
Utah,2942902,2568018,33520,32874,66060,25425,138510,78495,0.8726141747159776,0.011390117645779574,0.011170606428620456,0.022447230658717145,0.008639431418375467,0.047065787443822456,0.02667265168870727
Vermont,626562,591853,6164,2513,9933,365,2872,12862,0.9446040455693132,0.009837813336908398,0.004010776267951137,0.015853179733210758,0.0005825441057708575,0.00458374430622987,0.020527896680615804
Virginia,8326289,5739681,1601449,21233,510871,4553,174873,273629,0.6893444366391799,0.1923364658613219,0.0025501156637729003,0.06135638578002757,0.0005468222397757272,0.02100251384500346,0.032863259970918615
Washington,7061530,5484997,251336,95613,554101,45359,247151,382973,0.776743425291686,0.0355922866574241,0.013539983544642592,0.0784675558979428,0.006423395496443406,0.03499963888845618,0.054233714223404846
West Virginia,1850326,1731464,68279,3716,11642,300,4172,30753,0.9357615901197951,0.03690106500151865,0.0020082947545459555,0.006291864244462868,0.0001621335915941299,0.002254737813769033,0.016620314474314255
Wisconsin,5757564,4966282,363916,50703,150258,1384,105647,119374,0.8625665298727031,0.0632065922324094,0.008806328509765588,0.02609749539909587,0.00024037943824853705,0.01834925326058034,0.020733421287197153
Wyoming,584153,531680,6320,15073,5541,837,11808,12894,0.9101725061756081,0.010819083356586373,0.025803171429402912,0.009485528620070427,0.001432843792636518,0.020213882321925933,0.022072984303769732
